DateTime,expected
2023-01-01 00:05:00,0.0
2023-01-01 00:10:00,0.0
2023-01-01 00:15:00,0.0
2023-01-01 00:20:00,0.0
2023-01-01 00:25:00,0.0
2023-01-01 00:30:00,0.0
2023-01-01 00:35:00,0.0
2023-01-01 00:40:00,0.0
2023-01-01 00:45:00,0.0
2023-01-01 00:50:00,0.0
2023-01-01 00:55:00,0.0
2023-01-01 01:00:00,0.0
2023-01-01 01:05:00,0.0
2023-01-01 01:10:00,0.0
2023-01-01 01:15:00,0.0
2023-01-01 01:20:00,0.0
2023-01-01 01:25:00,0.0
2023-01-01 01:30:00,0.0
2023-01-01 01:35:00,0.0
2023-01-01 01:40:00,0.0
2023-01-01 01:45:00,0.0
2023-01-01 01:50:00,0.0
2023-01-01 01:55:00,0.0
2023-01-01 02:00:00,0.0
2023-01-01 02:05:00,0.0
2023-01-01 02:10:00,0.0
2023-01-01 02:15:00,0.0
2023-01-01 02:20:00,0.0
2023-01-01 02:25:00,0.0
2023-01-01 02:30:00,0.0
2023-01-01 02:35:00,0.0
2023-01-01 02:40:00,0.0
2023-01-01 02:45:00,0.0
2023-01-01 02:50:00,0.0
2023-01-01 02:55:00,0.0
2023-01-01 03:00:00,0.0
2023-01-01 03:05:00,0.0
2023-01-01 03:10:00,0.0
2023-01-01 03:15:00,0.0
2023-01-01 03:20:00,0.0
2023-01-01 03:25:00,0.0
2023-01-01 03:30:00,0.0
2023-01-01 03:35:00,0.0
2023-01-01 03:40:00,0.0
2023-01-01 03:45:00,0.0
2023-01-01 03:50:00,0.0
2023-01-01 03:55:00,0.0
2023-01-01 04:00:00,0.0
2023-01-01 04:05:00,0.0
2023-01-01 04:10:00,0.0
2023-01-01 04:15:00,0.0
2023-01-01 04:20:00,0.0
2023-01-01 04:25:00,0.0
2023-01-01 04:30:00,0.0
2023-01-01 04:35:00,0.0
2023-01-01 04:40:00,0.0
2023-01-01 04:45:00,0.0
2023-01-01 04:50:00,0.0
2023-01-01 04:55:00,0.0
2023-01-01 05:00:00,0.0
2023-01-01 05:05:00,0.0
2023-01-01 05:10:00,0.0
2023-01-01 05:15:00,0.0
2023-01-01 05:20:00,0.0
2023-01-01 05:25:00,0.0
2023-01-01 05:30:00,0.0
2023-01-01 05:35:00,0.0
2023-01-01 05:40:00,0.0
2023-01-01 05:45:00,0.0
2023-01-01 05:50:00,0.0
2023-01-01 05:55:00,0.0
2023-01-01 06:00:00,0.0
2023-01-01 06:05:00,0.0
2023-01-01 06:10:00,0.0
2023-01-01 06:15:00,0.0
2023-01-01 06:20:00,0.0
2023-01-01 06:25:00,0.0
2023-01-01 06:30:00,0.0
2023-01-01 06:35:00,0.0
2023-01-01 06:40:00,0.0
2023-01-01 06:45:00,0.0
2023-01-01 06:50:00,0.0
2023-01-01 06:55:00,0.0
2023-01-01 07:00:00,0.0
2023-01-01 07:05:00,0.0
2023-01-01 07:10:00,0.0
2023-01-01 07:15:00,0.0
2023-01-01 07:20:00,0.0
2023-01-01 07:25:00,0.0
2023-01-01 07:30:00,0.0
2023-01-01 07:35:00,0.0
2023-01-01 07:40:00,0.0
2023-01-01 07:45:00,0.0
2023-01-01 07:50:00,0.0
2023-01-01 07:55:00,0.0
2023-01-01 08:00:00,0.0
2023-01-01 08:05:00,0.0
2023-01-01 08:10:00,0.0
2023-01-01 08:15:00,0.0
2023-01-01 08:20:00,0.0
2023-01-01 08:25:00,0.0
2023-01-01 08:30:00,0.0
2023-01-01 08:35:00,4.404659535466019
2023-01-01 08:40:00,17.618638141864075
2023-01-01 08:45:00,48.4512548901262
2023-01-01 08:50:00,88.09319070932038
2023-01-01 08:55:00,145.35376467037864
2023-01-01 09:00:00,92.4978502447864
2023-01-01 09:05:00,88.09319070932038
2023-01-01 09:10:00,127.73512652851456
2023-01-01 09:15:00,118.92580745758251
2023-01-01 09:20:00,101.30716931571843
2023-01-01 09:25:00,110.11648838665049
2023-01-01 09:30:00,123.33046699304853
2023-01-01 09:35:00,118.92580745758251
2023-01-01 09:40:00,149.75842420584465
2023-01-01 09:45:00,123.33046699304853
2023-01-01 09:50:00,57.260573961058256
2023-01-01 09:55:00,39.641935819194174
2023-01-01 10:00:00,30.832616748262133
2023-01-01 10:05:00,39.641935819194174
2023-01-01 10:10:00,26.427957212796112
2023-01-01 10:15:00,30.832616748262133
2023-01-01 10:20:00,30.832616748262133
2023-01-01 10:25:00,44.04659535466019
2023-01-01 10:30:00,30.832616748262133
2023-01-01 10:35:00,22.023297677330095
2023-01-01 10:40:00,17.618638141864075
2023-01-01 10:45:00,22.023297677330095
2023-01-01 10:50:00,22.023297677330095
2023-01-01 10:55:00,39.641935819194174
2023-01-01 11:00:00,92.4978502447864
2023-01-01 11:05:00,286.30286980529127
2023-01-01 11:10:00,251.06559352156307
2023-01-01 11:15:00,369.9914009791456
2023-01-01 11:20:00,286.30286980529127
2023-01-01 11:25:00,277.4935507343592
2023-01-01 11:30:00,286.30286980529127
2023-01-01 11:35:00,299.5168484116893
2023-01-01 11:40:00,281.8982102698252
2023-01-01 11:45:00,229.04229584423302
2023-01-01 11:50:00,237.85161491516502
2023-01-01 11:55:00,290.7075293407573
2023-01-01 12:00:00,365.5867414436795
2023-01-01 12:05:00,325.9448056244854
2023-01-01 12:10:00,378.80072005007764
2023-01-01 12:15:00,449.275272617534
2023-01-01 12:20:00,480.10788936579615
2023-01-01 12:25:00,506.53584657859216
2023-01-01 12:30:00,541.7731228623203
2023-01-01 12:35:00,462.48925122393194
2023-01-01 12:40:00,488.9172084367282
2023-01-01 12:45:00,510.9405061140582
2023-01-01 12:50:00,471.298570294864
2023-01-01 12:55:00,471.298570294864
2023-01-01 13:00:00,449.275272617534
2023-01-01 13:05:00,431.65663447566993
2023-01-01 13:10:00,369.9914009791456
2023-01-01 13:15:00,414.0379963338057
2023-01-01 13:20:00,405.2286772628737
2023-01-01 13:25:00,400.82401772740775
2023-01-01 13:30:00,444.8706130820679
2023-01-01 13:35:00,422.8473154047378
2023-01-01 13:40:00,400.82401772740775
2023-01-01 13:45:00,356.7774223727475
2023-01-01 13:50:00,220.23297677330098
2023-01-01 13:55:00,347.9681033018155
2023-01-01 14:00:00,246.66093398609706
2023-01-01 14:05:00,193.8050195605048
2023-01-01 14:10:00,242.25627445063103
2023-01-01 14:15:00,251.06559352156307
2023-01-01 14:20:00,233.446955379699
2023-01-01 14:25:00,193.8050195605048
2023-01-01 14:30:00,202.61433863143685
2023-01-01 14:35:00,180.5910409541068
2023-01-01 14:40:00,136.5444455994466
2023-01-01 14:45:00,171.78172188317475
2023-01-01 14:50:00,162.9724028122427
2023-01-01 14:55:00,140.9491051349126
2023-01-01 15:00:00,145.35376467037864
2023-01-01 15:05:00,145.35376467037864
2023-01-01 15:10:00,123.33046699304853
2023-01-01 15:15:00,105.71182885118445
2023-01-01 15:20:00,74.87921210292232
2023-01-01 15:25:00,66.06989303199029
2023-01-01 15:30:00,52.855914425592225
2023-01-01 15:35:00,39.641935819194174
2023-01-01 15:40:00,26.427957212796112
2023-01-01 15:45:00,17.618638141864075
2023-01-01 15:50:00,8.809319070932037
2023-01-01 15:55:00,0.0
2023-01-01 16:00:00,0.0
2023-01-01 16:05:00,0.0
2023-01-01 16:10:00,0.0
2023-01-01 16:15:00,0.0
2023-01-01 16:20:00,0.0
2023-01-01 16:25:00,0.0
2023-01-01 16:30:00,0.0
2023-01-01 16:35:00,0.0
2023-01-01 16:40:00,0.0
2023-01-01 16:45:00,0.0
2023-01-01 16:50:00,0.0
2023-01-01 16:55:00,0.0
2023-01-01 17:00:00,0.0
2023-01-01 17:05:00,0.0
2023-01-01 17:10:00,0.0
2023-01-01 17:15:00,0.0
2023-01-01 17:20:00,0.0
2023-01-01 17:25:00,0.0
2023-01-01 17:30:00,0.0
2023-01-01 17:35:00,0.0
2023-01-01 17:40:00,0.0
2023-01-01 17:45:00,0.0
2023-01-01 17:50:00,0.0
2023-01-01 17:55:00,0.0
2023-01-01 18:00:00,0.0
2023-01-01 18:05:00,0.0
2023-01-01 18:10:00,0.0
2023-01-01 18:15:00,0.0
2023-01-01 18:20:00,0.0
2023-01-01 18:25:00,0.0
2023-01-01 18:30:00,0.0
2023-01-01 18:35:00,0.0
2023-01-01 18:40:00,0.0
2023-01-01 18:45:00,0.0
2023-01-01 18:50:00,0.0
2023-01-01 18:55:00,0.0
2023-01-01 19:00:00,0.0
2023-01-01 19:05:00,0.0
2023-01-01 19:10:00,0.0
2023-01-01 19:15:00,0.0
2023-01-01 19:20:00,0.0
2023-01-01 19:25:00,0.0
2023-01-01 19:30:00,0.0
2023-01-01 19:35:00,0.0
2023-01-01 19:40:00,0.0
2023-01-01 19:45:00,0.0
2023-01-01 19:50:00,0.0
2023-01-01 19:55:00,0.0
2023-01-01 20:00:00,0.0
2023-01-01 20:05:00,0.0
2023-01-01 20:10:00,0.0
2023-01-01 20:15:00,0.0
2023-01-01 20:20:00,0.0
2023-01-01 20:25:00,0.0
2023-01-01 20:30:00,0.0
2023-01-01 20:35:00,0.0
2023-01-01 20:40:00,0.0
2023-01-01 20:45:00,0.0
2023-01-01 20:50:00,0.0
2023-01-01 20:55:00,0.0
2023-01-01 21:00:00,0.0
2023-01-01 21:05:00,0.0
2023-01-01 21:10:00,0.0
2023-01-01 21:15:00,0.0
2023-01-01 21:20:00,0.0
2023-01-01 21:25:00,0.0
2023-01-01 21:30:00,0.0
2023-01-01 21:35:00,0.0
2023-01-01 21:40:00,0.0
2023-01-01 21:45:00,0.0
2023-01-01 21:50:00,0.0
2023-01-01 21:55:00,0.0
2023-01-01 22:00:00,0.0
2023-01-01 22:05:00,0.0
2023-01-01 22:10:00,0.0
2023-01-01 22:15:00,0.0
2023-01-01 22:20:00,0.0
2023-01-01 22:25:00,0.0
2023-01-01 22:30:00,0.0
2023-01-01 22:35:00,0.0
2023-01-01 22:40:00,0.0
2023-01-01 22:45:00,0.0
2023-01-01 22:50:00,0.0
2023-01-01 22:55:00,0.0
2023-01-01 23:00:00,0.0
2023-01-01 23:05:00,0.0
2023-01-01 23:10:00,0.0
2023-01-01 23:15:00,0.0
2023-01-01 23:20:00,0.0
2023-01-01 23:25:00,0.0
2023-01-01 23:30:00,0.0
2023-01-01 23:35:00,0.0
2023-01-01 23:40:00,0.0
2023-01-01 23:45:00,0.0
2023-01-01 23:50:00,0.0
2023-01-01 23:55:00,0.0
2023-01-02 00:00:00,0.0
2023-01-02 00:05:00,0.0
2023-01-02 00:10:00,0.0
2023-01-02 00:15:00,0.0
2023-01-02 00:20:00,0.0
2023-01-02 00:25:00,0.0
2023-01-02 00:30:00,0.0
2023-01-02 00:35:00,0.0
2023-01-02 00:40:00,0.0
2023-01-02 00:45:00,0.0
2023-01-02 00:50:00,0.0
2023-01-02 00:55:00,0.0
2023-01-02 01:00:00,0.0
2023-01-02 01:05:00,0.0
2023-01-02 01:10:00,0.0
2023-01-02 01:15:00,0.0
2023-01-02 01:20:00,0.0
2023-01-02 01:25:00,0.0
2023-01-02 01:30:00,0.0
2023-01-02 01:35:00,0.0
2023-01-02 01:40:00,0.0
2023-01-02 01:45:00,0.0
2023-01-02 01:50:00,0.0
2023-01-02 01:55:00,0.0
2023-01-02 02:00:00,0.0
2023-01-02 02:05:00,0.0
2023-01-02 02:10:00,0.0
2023-01-02 02:15:00,0.0
2023-01-02 02:20:00,0.0
2023-01-02 02:25:00,0.0
2023-01-02 02:30:00,0.0
2023-01-02 02:35:00,0.0
2023-01-02 02:40:00,0.0
2023-01-02 02:45:00,0.0
2023-01-02 02:50:00,0.0
2023-01-02 02:55:00,0.0
2023-01-02 03:00:00,0.0
2023-01-02 03:05:00,0.0
2023-01-02 03:10:00,0.0
2023-01-02 03:15:00,0.0
2023-01-02 03:20:00,0.0
2023-01-02 03:25:00,0.0
2023-01-02 03:30:00,0.0
2023-01-02 03:35:00,0.0
2023-01-02 03:40:00,0.0
2023-01-02 03:45:00,0.0
2023-01-02 03:50:00,0.0
2023-01-02 03:55:00,0.0
2023-01-02 04:00:00,0.0
2023-01-02 04:05:00,0.0
2023-01-02 04:10:00,0.0
2023-01-02 04:15:00,0.0
2023-01-02 04:20:00,0.0
2023-01-02 04:25:00,0.0
2023-01-02 04:30:00,0.0
2023-01-02 04:35:00,0.0
2023-01-02 04:40:00,0.0
2023-01-02 04:45:00,0.0
2023-01-02 04:50:00,0.0
2023-01-02 04:55:00,0.0
2023-01-02 05:00:00,0.0
2023-01-02 05:05:00,0.0
2023-01-02 05:10:00,0.0
2023-01-02 05:15:00,0.0
2023-01-02 05:20:00,0.0
2023-01-02 05:25:00,0.0
2023-01-02 05:30:00,0.0
2023-01-02 05:35:00,0.0
2023-01-02 05:40:00,0.0
2023-01-02 05:45:00,0.0
2023-01-02 05:50:00,0.0
2023-01-02 05:55:00,0.0
2023-01-02 06:00:00,0.0
2023-01-02 06:05:00,0.0
2023-01-02 06:10:00,0.0
2023-01-02 06:15:00,0.0
2023-01-02 06:20:00,0.0
2023-01-02 06:25:00,0.0
2023-01-02 06:30:00,0.0
2023-01-02 06:35:00,0.0
2023-01-02 06:40:00,0.0
2023-01-02 06:45:00,0.0
2023-01-02 06:50:00,0.0
2023-01-02 06:55:00,0.0
2023-01-02 07:00:00,0.0
2023-01-02 07:05:00,0.0
2023-01-02 07:10:00,0.0
2023-01-02 07:15:00,0.0
2023-01-02 07:20:00,0.0
2023-01-02 07:25:00,0.0
2023-01-02 07:30:00,0.0
2023-01-02 07:35:00,0.0
2023-01-02 07:40:00,0.0
2023-01-02 07:45:00,0.0
2023-01-02 07:50:00,0.0
2023-01-02 07:55:00,0.0
2023-01-02 08:00:00,0.0
2023-01-02 08:05:00,0.0
2023-01-02 08:10:00,0.0
2023-01-02 08:15:00,0.0
2023-01-02 08:20:00,0.0
2023-01-02 08:25:00,0.0
2023-01-02 08:30:00,0.0
